week,temperature_max,temperature_min,temperature_average,total_snow_cm,precipitation_mm,city
201052,3.0,-5.0,-0.43,0.0,0.7,Ondreville-Sur-Essonne
201051,2.0,-7.0,-1.14,2.4,8.3,Ondreville-Sur-Essonne
201050,3.0,-5.0,-1.14,5.6,9.7,Ondreville-Sur-Essonne
201049,5.0,-2.0,0.71,5.0,13.1,Ondreville-Sur-Essonne
201048,2.0,-9.0,-2.86,1.0,3.8,Ondreville-Sur-Essonne
201047,7.0,-4.0,1.0,2.1,8.0,Ondreville-Sur-Essonne
201046,11.0,0.0,5.43,0.0,5.2,Ondreville-Sur-Essonne
201045,14.0,1.0,8.71,0.0,2.4,Ondreville-Sur-Essonne
201044,17.0,4.0,11.29,0.0,4.6,Ondreville-Sur-Essonne
201043,16.0,-0.0,8.86,0.0,2.9,Ondreville-Sur-Essonne
201042,12.0,-1.0,6.43,0.0,0.8,Ondreville-Sur-Essonne
201041,18.0,2.0,8.71,0.0,1.1,Ondreville-Sur-Essonne
201040,23.0,11.0,15.43,0.0,6.2,Ondreville-Sur-Essonne
201039,23.0,6.0,13.71,0.0,4.3,Ondreville-Sur-Essonne
201038,24.0,5.0,13.43,0.0,4.8,Ondreville-Sur-Essonne
201037,22.0,6.0,13.0,0.0,0.3,Ondreville-Sur-Essonne
201036,24.0,10.0,15.57,0.0,3.9,Ondreville-Sur-Essonne
201035,24.0,8.0,15.14,0.0,0.0,Ondreville-Sur-Essonne
201034,28.0,9.0,17.29,0.0,10.6,Ondreville-Sur-Essonne
201033,29.0,9.0,18.57,0.0,1.1,Ondreville-Sur-Essonne
201032,26.0,10.0,17.43,0.0,13.1,Ondreville-Sur-Essonne
201031,26.0,9.0,17.71,0.0,0.9,Ondreville-Sur-Essonne
201030,27.0,10.0,19.0,0.0,1.8,Ondreville-Sur-Essonne
201029,31.0,11.0,19.29,0.0,2.3,Ondreville-Sur-Essonne
201028,25.0,9.0,19.0,0.0,11.4,Ondreville-Sur-Essonne
201027,33.0,10.0,21.57,0.0,1.7,Ondreville-Sur-Essonne
201026,33.0,13.0,22.43,0.0,1.4,Ondreville-Sur-Essonne
201025,30.0,8.0,18.57,0.0,0.6,Ondreville-Sur-Essonne
201024,21.0,8.0,14.43,0.0,7.4,Ondreville-Sur-Essonne
201023,25.0,10.0,16.71,0.0,10.5,Ondreville-Sur-Essonne
201022,28.0,4.0,16.71,0.0,0.7,Ondreville-Sur-Essonne
201021,28.0,7.0,15.43,0.0,8.6,Ondreville-Sur-Essonne
201020,25.0,3.0,14.0,0.0,0.1,Ondreville-Sur-Essonne
201019,17.0,4.0,8.86,0.0,3.4,Ondreville-Sur-Essonne
201018,16.0,3.0,9.14,0.0,3.3,Ondreville-Sur-Essonne
201017,25.0,6.0,13.57,0.0,0.7,Ondreville-Sur-Essonne
201016,22.0,1.0,11.14,0.0,0.6,Ondreville-Sur-Essonne
201015,20.0,3.0,9.14,0.0,5.4,Ondreville-Sur-Essonne
201014,17.0,0.0,9.0,0.0,0.8,Ondreville-Sur-Essonne
201013,16.0,2.0,7.29,0.0,9.1,Ondreville-Sur-Essonne
201012,17.0,4.0,9.86,0.0,2.5,Ondreville-Sur-Essonne
201011,18.0,0.0,9.43,0.0,4.2,Ondreville-Sur-Essonne
201010,7.0,-3.0,1.29,0.0,0.0,Ondreville-Sur-Essonne
201009,10.0,-4.0,2.86,0.0,1.7,Ondreville-Sur-Essonne
201008,12.0,4.0,8.14,0.0,9.4,Ondreville-Sur-Essonne
201007,8.0,-6.0,1.0,0.2,3.1,Ondreville-Sur-Essonne
201006,3.0,-7.0,-2.57,0.7,1.8,Ondreville-Sur-Essonne
201005,9.0,-2.0,4.29,0.2,10.5,Ondreville-Sur-Essonne
201004,5.0,-5.0,0.43,0.2,0.7,Ondreville-Sur-Essonne
201003,7.0,-1.0,2.29,0.0,1.9,Ondreville-Sur-Essonne
201002,8.0,-5.0,0.71,1.5,2.5,Ondreville-Sur-Essonne
201001,-0.0,-10.0,-4.43,2.6,3.2,Ondreville-Sur-Essonne
