	yearweek	ACCI	AUTR	INCN	INCU	SUAP	ope_total	inc_grippe	inc_diarrhee	inc_varicelle	has_vacation	temperature_max	temperature_min	temperature_average	total_snow_cm	precipitation_mm
214	201128	83.0	284.0	12.0	198.0	1093.0	1670.0	0	1721	0	1.0	24.0	8.0	16.29	0.0	9.4
215	201128	83.0	284.0	12.0	198.0	1093.0	1670.0	0	1721	0	1.0	24.0	8.0	16.29	0.0	9.4
216	201128	83.0	284.0	12.0	198.0	1093.0	1670.0	0	1721	0	1.0	24.0	8.0	16.29	0.0	9.4
217	201129	89.0	299.0	5.0	100.0	1015.0	1508.0	0	21361	283	1.0	19.0	9.0	14.29	0.0	25.8
218	201129	89.0	299.0	5.0	100.0	1015.0	1508.0	0	21361	283	1.0	19.0	9.0	14.29	0.0	25.8
219	201129	89.0	299.0	5.0	100.0	1015.0	1508.0	0	21361	283	1.0	19.0	9.0	14.29	0.0	25.8
220	201129	89.0	299.0	5.0	100.0	1015.0	1508.0	0	21361	283	1.0	19.0	9.0	14.29	0.0	25.8
221	201129	89.0	299.0	5.0	100.0	1015.0	1508.0	0	21361	283	1.0	19.0	9.0	14.29	0.0	25.8
222	201129	89.0	299.0	5.0	100.0	1015.0	1508.0	0	21361	283	1.0	19.0	9.0	14.29	0.0	25.8
223	201129	89.0	299.0	5.0	100.0	1015.0	1508.0	0	21361	283	1.0	19.0	9.0	14.29	0.0	25.8
224	201130	53.0	309.0	6.0	100.0	1033.0	1501.0	0	6211	1757	1.0	23.0	10.0	16.57	0.0	4.0
225	201130	53.0	309.0	6.0	100.0	1033.0	1501.0	0	6211	1757	1.0	23.0	10.0	16.57	0.0	4.0
226	201130	53.0	309.0	6.0	100.0	1033.0	1501.0	0	6211	1757	1.0	23.0	10.0	16.57	0.0	4.0
227	201130	53.0	309.0	6.0	100.0	1033.0	1501.0	0	6211	1757	1.0	23.0	10.0	16.57	0.0	4.0
228	201130	53.0	309.0	6.0	100.0	1033.0	1501.0	0	6211	1757	1.0	23.0	10.0	16.57	0.0	4.0
229	201130	53.0	309.0	6.0	100.0	1033.0	1501.0	0	6211	1757	1.0	23.0	10.0	16.57	0.0	4.0
230	201130	53.0	309.0	6.0	100.0	1033.0	1501.0	0	6211	1757	1.0	23.0	10.0	16.57	0.0	4.0
231	201131	67.0	275.0	8.0	92.0	1030.0	1472.0	82	10891	2810	1.0	27.0	12.0	18.57	0.0	17.0
232	201131	67.0	275.0	8.0	92.0	1030.0	1472.0	82	10891	2810	1.0	27.0	12.0	18.57	0.0	17.0
233	201131	67.0	275.0	8.0	92.0	1030.0	1472.0	82	10891	2810	1.0	27.0	12.0	18.57	0.0	17.0
234	201131	67.0	275.0	8.0	92.0	1030.0	1472.0	82	10891	2810	1.0	27.0	12.0	18.57	0.0	17.0
235	201131	67.0	275.0	8.0	92.0	1030.0	1472.0	82	10891	2810	1.0	27.0	12.0	18.57	0.0	17.0
236	201131	67.0	275.0	8.0	92.0	1030.0	1472.0	82	10891	2810	1.0	27.0	12.0	18.57	0.0	17.0
237	201131	67.0	275.0	8.0	92.0	1030.0	1472.0	82	10891	2810	1.0	27.0	12.0	18.57	0.0	17.0
238	201132	59.0	225.0	6.0	96.0	954.0	1340.0	1291	5627	408	1.0	23.0	7.0	16.57	0.0	2.3
239	201132	59.0	225.0	6.0	96.0	954.0	1340.0	1291	5627	408	1.0	23.0	7.0	16.57	0.0	2.3
240	201132	59.0	225.0	6.0	96.0	954.0	1340.0	1291	5627	408	1.0	23.0	7.0	16.57	0.0	2.3
241	201132	59.0	225.0	6.0	96.0	954.0	1340.0	1291	5627	408	1.0	23.0	7.0	16.57	0.0	2.3
242	201132	59.0	225.0	6.0	96.0	954.0	1340.0	1291	5627	408	1.0	23.0	7.0	16.57	0.0	2.3
243	201132	59.0	225.0	6.0	96.0	954.0	1340.0	1291	5627	408	1.0	23.0	7.0	16.57	0.0	2.3
244	201132	59.0	225.0	6.0	96.0	954.0	1340.0	1291	5627	408	1.0	23.0	7.0	16.57	0.0	2.3
245	201133	47.0	281.0	13.0	124.0	988.0	1453.0	485	9167	0	1.0	30.0	12.0	19.86	0.0	0.2
246	201133	47.0	281.0	13.0	124.0	988.0	1453.0	485	9167	0	1.0	30.0	12.0	19.86	0.0	0.2
247	201133	47.0	281.0	13.0	124.0	988.0	1453.0	485	9167	0	1.0	30.0	12.0	19.86	0.0	0.2
248	201133	47.0	281.0	13.0	124.0	988.0	1453.0	485	9167	0	1.0	30.0	12.0	19.86	0.0	0.2
249	201133	47.0	281.0	13.0	124.0	988.0	1453.0	485	9167	0	1.0	30.0	12.0	19.86	0.0	0.2
250	201133	47.0	281.0	13.0	124.0	988.0	1453.0	485	9167	0	1.0	30.0	12.0	19.86	0.0	0.2
251	201133	47.0	281.0	13.0	124.0	988.0	1453.0	485	9167	0	1.0	30.0	12.0	19.86	0.0	0.2
252	201134	70.0	292.0	3.0	102.0	1084.0	1551.0	302	3957	0	1.0	26.0	11.0	17.71	0.0	11.9
253	201134	70.0	292.0	3.0	102.0	1084.0	1551.0	302	3957	0	1.0	26.0	11.0	17.71	0.0	11.9
254	201134	70.0	292.0	3.0	102.0	1084.0	1551.0	302	3957	0	1.0	26.0	11.0	17.71	0.0	11.9
255	201134	70.0	292.0	3.0	102.0	1084.0	1551.0	302	3957	0	1.0	26.0	11.0	17.71	0.0	11.9
256	201134	70.0	292.0	3.0	102.0	1084.0	1551.0	302	3957	0	1.0	26.0	11.0	17.71	0.0	11.9
257	201134	70.0	292.0	3.0	102.0	1084.0	1551.0	302	3957	0	1.0	26.0	11.0	17.71	0.0	11.9
258	201134	70.0	292.0	3.0	102.0	1084.0	1551.0	302	3957	0	1.0	26.0	11.0	17.71	0.0	11.9
259	201135	101.0	385.0	7.0	112.0	1183.0	1788.0	0	3184	163	1.0	29.0	9.0	17.29	0.0	2.8
260	201135	101.0	385.0	7.0	112.0	1183.0	1788.0	0	3184	163	1.0	29.0	9.0	17.29	0.0	2.8
261	201135	101.0	385.0	7.0	112.0	1183.0	1788.0	0	3184	163	1.0	29.0	9.0	17.29	0.0	2.8
262	201135	101.0	385.0	7.0	112.0	1183.0	1788.0	0	3184	163	1.0	29.0	9.0	17.29	0.0	2.8
263	201135	101.0	385.0	7.0	112.0	1183.0	1788.0	0	3184	163	1.0	29.0	9.0	17.29	0.0	2.8
264	201135	101.0	385.0	7.0	112.0	1183.0	1788.0	0	3184	163	1.0	29.0	9.0	17.29	0.0	2.8
265	201135	101.0	385.0	7.0	112.0	1183.0	1788.0	0	3184	163	1.0	29.0	9.0	17.29	0.0	2.8
266	201136	99.0	277.0	6.0	96.0	1237.0	1715.0	0	8354	0	0.0	28.0	12.0	16.86	0.0	1.3
267	201137	93.0	202.0	2.0	107.0	1200.0	1604.0	1563	10342	0	0.0	25.0	8.0	14.71	0.0	1.4
268	201138	107.0	187.0	7.0	121.0	1349.0	1771.0	1537	8295	0	0.0	24.0	8.0	14.29	0.0	0.7
269	201139	111.0	237.0	15.0	135.0	1425.0	1923.0	2759	8130	296	0.0	27.0	11.0	18.43	0.0	0.1
270	201140	122.0	182.0	10.0	120.0	1335.0	1769.0	2035	11948	0	0.0	26.0	8.0	14.43	0.0	2.0
271	201141	119.0	181.0	14.0	128.0	1355.0	1797.0	1855	12101	698	0.0	19.0	4.0	12.71	0.0	1.3
272	201142	105.0	168.0	5.0	122.0	1379.0	1779.0	2003	13011	732	1.0	16.0	0.0	8.14	0.0	4.1
273	201142	105.0	168.0	5.0	122.0	1379.0	1779.0	2003	13011	732	1.0	16.0	0.0	8.14	0.0	4.1
274	201143	88.0	117.0	2.0	115.0	1270.0	1592.0	2169	9488	1427	1.0	17.0	6.0	11.86	0.0	3.2
275	201143	88.0	117.0	2.0	115.0	1270.0	1592.0	2169	9488	1427	1.0	17.0	6.0	11.86	0.0	3.2
276	201143	88.0	117.0	2.0	115.0	1270.0	1592.0	2169	9488	1427	1.0	17.0	6.0	11.86	0.0	3.2
277	201143	88.0	117.0	2.0	115.0	1270.0	1592.0	2169	9488	1427	1.0	17.0	6.0	11.86	0.0	3.2
278	201143	88.0	117.0	2.0	115.0	1270.0	1592.0	2169	9488	1427	1.0	17.0	6.0	11.86	0.0	3.2
279	201143	88.0	117.0	2.0	115.0	1270.0	1592.0	2169	9488	1427	1.0	17.0	6.0	11.86	0.0	3.2
280	201143	88.0	117.0	2.0	115.0	1270.0	1592.0	2169	9488	1427	1.0	17.0	6.0	11.86	0.0	3.2
281	201144	98.0	130.0	4.0	105.0	1252.0	1589.0	3485	8865	714	1.0	18.0	8.0	12.57	0.0	13.3
282	201144	98.0	130.0	4.0	105.0	1252.0	1589.0	3485	8865	714	1.0	18.0	8.0	12.57	0.0	13.3
283	201144	98.0	130.0	4.0	105.0	1252.0	1589.0	3485	8865	714	1.0	18.0	8.0	12.57	0.0	13.3
284	201145	77.0	122.0	0.0	127.0	1316.0	1642.0	1943	17928	242	0.0	15.0	6.0	9.57	0.0	0.2
285	201146	98.0	114.0	0.0	132.0	1378.0	1722.0	5318	19186	1181	0.0	12.0	1.0	6.57	0.0	0.2
286	201147	82.0	93.0	1.0	135.0	1494.0	1805.0	2653	18974	1089	0.0	12.0	3.0	7.43	0.0	0.9
287	201148	118.0	124.0	1.0	104.0	1453.0	1800.0	3432	22849	1275	0.0	12.0	4.0	8.14	0.0	7.2
288	201149	90.0	100.0	0.0	95.0	1374.0	1659.0	6437	30409	531	0.0	11.0	1.0	6.29	0.0	7.5
289	201150	140.0	287.0	0.0	103.0	1446.0	1976.0	5668	21704	1842	1.0	12.0	2.0	5.71	0.0	13.9
290	201150	140.0	287.0	0.0	103.0	1446.0	1976.0	5668	21704	1842	1.0	12.0	2.0	5.71	0.0	13.9
291	201151	97.0	114.0	0.0	131.0	1339.0	1681.0	3039	10517	568	1.0	11.0	-1.0	6.0	0.0	2.1
292	201151	97.0	114.0	0.0	131.0	1339.0	1681.0	3039	10517	568	1.0	11.0	-1.0	6.0	0.0	2.1
293	201151	97.0	114.0	0.0	131.0	1339.0	1681.0	3039	10517	568	1.0	11.0	-1.0	6.0	0.0	2.1
294	201151	97.0	114.0	0.0	131.0	1339.0	1681.0	3039	10517	568	1.0	11.0	-1.0	6.0	0.0	2.1
295	201151	97.0	114.0	0.0	131.0	1339.0	1681.0	3039	10517	568	1.0	11.0	-1.0	6.0	0.0	2.1
296	201151	97.0	114.0	0.0	131.0	1339.0	1681.0	3039	10517	568	1.0	11.0	-1.0	6.0	0.0	2.1
297	201151	97.0	114.0	0.0	131.0	1339.0	1681.0	3039	10517	568	1.0	11.0	-1.0	6.0	0.0	2.1
298	201152	103.0	118.0	3.0	171.0	1500.0	1895.0	8616	26944	2598	1.0	14.0	-1.0	6.14	0.0	4.2
299	201152	103.0	118.0	3.0	171.0	1500.0	1895.0	8616	26944	2598	1.0	14.0	-1.0	6.14	0.0	4.2
300	201152	103.0	118.0	3.0	171.0	1500.0	1895.0	8616	26944	2598	1.0	14.0	-1.0	6.14	0.0	4.2
301	201152	103.0	118.0	3.0	171.0	1500.0	1895.0	8616	26944	2598	1.0	14.0	-1.0	6.14	0.0	4.2
302	201152	103.0	118.0	3.0	171.0	1500.0	1895.0	8616	26944	2598	1.0	14.0	-1.0	6.14	0.0	4.2
303	201152	103.0	118.0	3.0	171.0	1500.0	1895.0	8616	26944	2598	1.0	14.0	-1.0	6.14	0.0	4.2
304	201152	103.0	118.0	3.0	171.0	1500.0	1895.0	8616	26944	2598	1.0	14.0	-1.0	6.14	0.0	4.2
305	201152	103.0	118.0	3.0	171.0	1500.0	1895.0	8616	26944	2598	1.0	14.0	-1.0	6.14	0.0	4.2
306	201201	83.0	157.0	1.0	140.0	1498.0	1879.0	8480	32309	2182	1.0	10.0	2.0	7.0	0.0	0.8
307	201201	83.0	157.0	1.0	140.0	1498.0	1879.0	8480	32309	2182	1.0	11.0	2.0	6.57	0.0	5.6
308	201201	83.0	157.0	1.0	140.0	1498.0	1879.0	8480	32309	2182	1.0	10.0	2.0	7.0	0.0	0.8
309	201201	83.0	157.0	1.0	140.0	1498.0	1879.0	8480	32309	2182	1.0	11.0	2.0	6.57	0.0	5.6
310	201202	57.0	98.0	1.0	141.0	1430.0	1727.0	4102	26647	2386	0.0	10.0	-1.0	4.43	0.0	0.9
311	201203	78.0	99.0	0.0	105.0	1416.0	1698.0	2929	28450	847	0.0	12.0	-2.0	4.57	0.0	1.1
312	201204	107.0	92.0	4.0	114.0	1328.0	1645.0	8470	28524	1342	0.0	10.0	-2.0	4.86	0.0	1.9
313	201205	71.0	183.0	4.0	162.0	1315.0	1735.0	18925	29310	2346	0.0	1.0	-10.0	-4.29	0.5	0.6
314	201206	90.0	291.0	2.0	155.0	1413.0	1951.0	33034	29464	3418	0.0	-1.0	-9.0	-5.71	0.1	0.1
315	201207	83.0	211.0	2.0	109.0	1501.0	1906.0	48251	23497	1766	1.0	10.0	-3.0	3.86	0.1	2.3
316	201207	83.0	211.0	2.0	109.0	1501.0	1906.0	48251	23497	1766	1.0	10.0	-3.0	3.86	0.1	2.3
317	201208	51.0	78.0	0.0	119.0	1302.0	1550.0	38562	18725	1490	1.0	12.0	-2.0	5.0	0.0	1.0
318	201208	51.0	78.0	0.0	119.0	1302.0	1550.0	38562	18725	1490	1.0	12.0	-2.0	5.0	0.0	1.0
319	201208	51.0	78.0	0.0	119.0	1302.0	1550.0	38562	18725	1490	1.0	12.0	-2.0	5.0	0.0	1.0
320	201208	51.0	78.0	0.0	119.0	1302.0	1550.0	38562	18725	1490	1.0	12.0	-2.0	5.0	0.0	1.0
321	201208	51.0	78.0	0.0	119.0	1302.0	1550.0	38562	18725	1490	1.0	12.0	-2.0	5.0	0.0	1.0
322	201208	51.0	78.0	0.0	119.0	1302.0	1550.0	38562	18725	1490	1.0	12.0	-2.0	5.0	0.0	1.0
323	201208	51.0	78.0	0.0	119.0	1302.0	1550.0	38562	18725	1490	1.0	12.0	-2.0	5.0	0.0	1.0
324	201209	67.0	85.0	1.0	139.0	1261.0	1553.0	24884	13070	2033	1.0	14.0	1.0	7.14	0.0	0.7
325	201209	67.0	85.0	1.0	139.0	1261.0	1553.0	24884	13070	2033	1.0	14.0	1.0	7.14	0.0	0.7
326	201209	67.0	85.0	1.0	139.0	1261.0	1553.0	24884	13070	2033	1.0	14.0	1.0	7.14	0.0	0.7
327	201209	67.0	85.0	1.0	139.0	1261.0	1553.0	24884	13070	2033	1.0	14.0	1.0	7.14	0.0	0.7
328	201209	67.0	85.0	1.0	139.0	1261.0	1553.0	24884	13070	2033	1.0	14.0	1.0	7.14	0.0	0.7
329	201209	67.0	85.0	1.0	139.0	1261.0	1553.0	24884	13070	2033	1.0	14.0	1.0	7.14	0.0	0.7
330	201209	67.0	85.0	1.0	139.0	1261.0	1553.0	24884	13070	2033	1.0	14.0	1.0	7.14	0.0	0.7
331	201210	91.0	97.0	1.0	107.0	1337.0	1633.0	16045	13146	921	0.0	13.0	-0.0	5.57	0.0	0.4
332	201211	83.0	85.0	4.0	137.0	1325.0	1634.0	15962	13412	706	0.0	21.0	3.0	9.71	0.0	3.2
333	201212	74.0	113.0	8.0	135.0	1441.0	1771.0	6137	7315	1510	0.0	20.0	1.0	10.14	0.0	0.2
334	201213	101.0	94.0	22.0	121.0	1402.0	1740.0	5866	6720	2537	0.0	20.0	1.0	10.86	0.0	0.0
335	201214	79.0	105.0	14.0	112.0	1378.0	1688.0	4232	6906	1376	0.0	17.0	0.0	7.71	0.0	0.3
336	201215	86.0	99.0	4.0	115.0	1272.0	1576.0	1333	9712	316	1.0	14.0	1.0	7.71	0.0	5.7
337	201215	86.0	99.0	4.0	115.0	1272.0	1576.0	1333	9712	316	1.0	14.0	1.0	7.71	0.0	5.7
338	201216	66.0	93.0	2.0	98.0	1178.0	1437.0	557	9040	1163	1.0	13.0	-2.0	6.29	0.0	12.5
339	201216	66.0	93.0	2.0	98.0	1178.0	1437.0	557	9040	1163	1.0	13.0	-2.0	6.29	0.0	12.5
340	201216	66.0	93.0	2.0	98.0	1178.0	1437.0	557	9040	1163	1.0	13.0	-2.0	6.29	0.0	12.5
341	201216	66.0	93.0	2.0	98.0	1178.0	1437.0	557	9040	1163	1.0	13.0	-2.0	6.29	0.0	12.5
342	201216	66.0	93.0	2.0	98.0	1178.0	1437.0	557	9040	1163	1.0	13.0	-2.0	6.29	0.0	12.5
343	201216	66.0	93.0	2.0	98.0	1178.0	1437.0	557	9040	1163	1.0	13.0	-2.0	6.29	0.0	12.5
344	201216	66.0	93.0	2.0	98.0	1178.0	1437.0	557	9040	1163	1.0	13.0	-2.0	6.29	0.0	12.5
345	201217	78.0	102.0	0.0	76.0	1119.0	1375.0	169	15515	7136	1.0	15.0	3.0	9.71	0.0	24.0
346	201217	78.0	102.0	0.0	76.0	1119.0	1375.0	169	15515	7136	1.0	15.0	3.0	9.71	0.0	24.0
347	201217	78.0	102.0	0.0	76.0	1119.0	1375.0	169	15515	7136	1.0	15.0	3.0	9.71	0.0	24.0
348	201217	78.0	102.0	0.0	76.0	1119.0	1375.0	169	15515	7136	1.0	15.0	3.0	9.71	0.0	24.0
349	201217	78.0	102.0	0.0	76.0	1119.0	1375.0	169	15515	7136	1.0	15.0	3.0	9.71	0.0	24.0
350	201217	78.0	102.0	0.0	76.0	1119.0	1375.0	169	15515	7136	1.0	15.0	3.0	9.71	0.0	24.0
351	201217	78.0	102.0	0.0	76.0	1119.0	1375.0	169	15515	7136	1.0	15.0	3.0	9.71	0.0	24.0
352	201218	83.0	268.0	1.0	118.0	1284.0	1754.0	460	10911	4228	0.0	19.0	7.0	11.57	0.0	21.3
353	201219	88.0	146.0	1.0	98.0	1291.0	1624.0	0	10918	3723	0.0	26.0	2.0	13.71	0.0	2.4
354	201220	80.0	169.0	2.0	119.0	1242.0	1612.0	0	6992	2225	0.0	19.0	2.0	11.0	0.0	10.5
355	201221	99.0	231.0	4.0	136.0	1401.0	1871.0	56	19469	2798	0.0	25.0	11.0	16.57	0.0	6.9
356	201222	101.0	916.0	9.0	110.0	1465.0	2601.0	77	4414	2871	0.0	24.0	9.0	16.71	0.0	5.3
357	201223	88.0	150.0	2.0	93.0	1383.0	1716.0	0	8031	3729	0.0	20.0	2.0	13.14	0.0	6.1
358	201224	112.0	154.0	2.0	114.0	1346.0	1728.0	54	10695	1593	0.0	20.0	5.0	14.0	0.0	20.1
359	201225	105.0	193.0	3.0	117.0	1446.0	1864.0	187	8949	3489	0.0	23.0	9.0	15.57	0.0	7.5
360	201226	104.0	171.0	7.0	111.0	1378.0	1771.0	317	4641	3995	0.0	29.0	9.0	17.86	0.0	1.6
361	201227	116.0	238.0	8.0	101.0	1338.0	1801.0	1434	4587	2074	1.0	25.0	10.0	17.0	0.0	14.2
362	201227	116.0	238.0	8.0	101.0	1338.0	1801.0	1434	4587	2074	1.0	25.0	10.0	17.0	0.0	14.2
363	201227	116.0	238.0	8.0	101.0	1338.0	1801.0	1434	4587	2074	1.0	25.0	10.0	17.0	0.0	14.2
364	201228	105.0	169.0	2.0	156.0	1231.0	1663.0	0	4373	2814	1.0	22.0	10.0	14.86	0.0	12.6
365	201228	105.0	169.0	2.0	156.0	1231.0	1663.0	0	4373	2814	1.0	22.0	10.0	14.86	0.0	12.6
366	201228	105.0	169.0	2.0	156.0	1231.0	1663.0	0	4373	2814	1.0	22.0	10.0	14.86	0.0	12.6
367	201228	105.0	169.0	2.0	156.0	1231.0	1663.0	0	4373	2814	1.0	22.0	10.0	14.86	0.0	12.6
368	201228	105.0	169.0	2.0	156.0	1231.0	1663.0	0	4373	2814	1.0	22.0	10.0	14.86	0.0	12.6
369	201228	105.0	169.0	2.0	156.0	1231.0	1663.0	0	4373	2814	1.0	22.0	10.0	14.86	0.0	12.6
370	201228	105.0	169.0	2.0	156.0	1231.0	1663.0	0	4373	2814	1.0	22.0	10.0	14.86	0.0	12.6
371	201229	87.0	187.0	3.0	112.0	1212.0	1601.0	0	5328	2182	1.0	24.0	8.0	16.0	0.0	1.1
372	201229	87.0	187.0	3.0	112.0	1212.0	1601.0	0	5328	2182	1.0	24.0	8.0	16.0	0.0	1.1
373	201229	87.0	187.0	3.0	112.0	1212.0	1601.0	0	5328	2182	1.0	24.0	8.0	16.0	0.0	1.1
374	201229	87.0	187.0	3.0	112.0	1212.0	1601.0	0	5328	2182	1.0	24.0	8.0	16.0	0.0	1.1
375	201229	87.0	187.0	3.0	112.0	1212.0	1601.0	0	5328	2182	1.0	24.0	8.0	16.0	0.0	1.1
376	201229	87.0	187.0	3.0	112.0	1212.0	1601.0	0	5328	2182	1.0	24.0	8.0	16.0	0.0	1.1
377	201229	87.0	187.0	3.0	112.0	1212.0	1601.0	0	5328	2182	1.0	24.0	8.0	16.0	0.0	1.1
378	201230	87.0	238.0	8.0	105.0	1246.0	1684.0	0	18228	929	1.0	30.0	10.0	19.71	0.0	6.6
379	201230	87.0	238.0	8.0	105.0	1246.0	1684.0	0	18228	929	1.0	30.0	10.0	19.71	0.0	6.6
380	201230	87.0	238.0	8.0	105.0	1246.0	1684.0	0	18228	929	1.0	30.0	10.0	19.71	0.0	6.6
381	201230	87.0	238.0	8.0	105.0	1246.0	1684.0	0	18228	929	1.0	30.0	10.0	19.71	0.0	6.6
382	201230	87.0	238.0	8.0	105.0	1246.0	1684.0	0	18228	929	1.0	30.0	10.0	19.71	0.0	6.6
383	201230	87.0	238.0	8.0	105.0	1246.0	1684.0	0	18228	929	1.0	30.0	10.0	19.71	0.0	6.6
384	201230	87.0	238.0	8.0	105.0	1246.0	1684.0	0	18228	929	1.0	30.0	10.0	19.71	0.0	6.6
385	201231	76.0	208.0	7.0	103.0	1077.0	1471.0	616	4884	1044	1.0	28.0	10.0	17.43	0.0	1.5
386	201231	76.0	208.0	7.0	103.0	1077.0	1471.0	616	4884	1044	1.0	28.0	10.0	17.43	0.0	1.5
387	201231	76.0	208.0	7.0	103.0	1077.0	1471.0	616	4884	1044	1.0	28.0	10.0	17.43	0.0	1.5
388	201231	76.0	208.0	7.0	103.0	1077.0	1471.0	616	4884	1044	1.0	28.0	10.0	17.43	0.0	1.5
389	201231	76.0	208.0	7.0	103.0	1077.0	1471.0	616	4884	1044	1.0	28.0	10.0	17.43	0.0	1.5
390	201231	76.0	208.0	7.0	103.0	1077.0	1471.0	616	4884	1044	1.0	28.0	10.0	17.43	0.0	1.5
391	201231	76.0	208.0	7.0	103.0	1077.0	1471.0	616	4884	1044	1.0	28.0	10.0	17.43	0.0	1.5
392	201232	67.0	244.0	18.0	88.0	1027.0	1444.0	0	14172	686	1.0	25.0	12.0	18.0	0.0	6.2
393	201232	67.0	244.0	18.0	88.0	1027.0	1444.0	0	14172	686	1.0	25.0	12.0	18.0	0.0	6.2
394	201232	67.0	244.0	18.0	88.0	1027.0	1444.0	0	14172	686	1.0	25.0	12.0	18.0	0.0	6.2
395	201232	67.0	244.0	18.0	88.0	1027.0	1444.0	0	14172	686	1.0	25.0	12.0	18.0	0.0	6.2
396	201232	67.0	244.0	18.0	88.0	1027.0	1444.0	0	14172	686	1.0	25.0	12.0	18.0	0.0	6.2
397	201232	67.0	244.0	18.0	88.0	1027.0	1444.0	0	14172	686	1.0	25.0	12.0	18.0	0.0	6.2
398	201232	67.0	244.0	18.0	88.0	1027.0	1444.0	0	14172	686	1.0	25.0	12.0	18.0	0.0	6.2
399	201233	51.0	227.0	20.0	108.0	1076.0	1482.0	242	13747	320	1.0	34.0	13.0	21.71	0.0	1.7
400	201233	51.0	227.0	20.0	108.0	1076.0	1482.0	242	13747	320	1.0	34.0	13.0	21.71	0.0	1.7
401	201233	51.0	227.0	20.0	108.0	1076.0	1482.0	242	13747	320	1.0	34.0	13.0	21.71	0.0	1.7
402	201233	51.0	227.0	20.0	108.0	1076.0	1482.0	242	13747	320	1.0	34.0	13.0	21.71	0.0	1.7
403	201233	51.0	227.0	20.0	108.0	1076.0	1482.0	242	13747	320	1.0	34.0	13.0	21.71	0.0	1.7
404	201233	51.0	227.0	20.0	108.0	1076.0	1482.0	242	13747	320	1.0	34.0	13.0	21.71	0.0	1.7
405	201233	51.0	227.0	20.0	108.0	1076.0	1482.0	242	13747	320	1.0	34.0	13.0	21.71	0.0	1.7
406	201234	68.0	302.0	21.0	118.0	1184.0	1693.0	841	15050	1767	1.0	30.0	12.0	19.14	0.0	6.3
407	201234	68.0	302.0	21.0	118.0	1184.0	1693.0	841	15050	1767	1.0	30.0	12.0	19.14	0.0	6.3
408	201234	68.0	302.0	21.0	118.0	1184.0	1693.0	841	15050	1767	1.0	30.0	12.0	19.14	0.0	6.3
409	201234	68.0	302.0	21.0	118.0	1184.0	1693.0	841	15050	1767	1.0	30.0	12.0	19.14	0.0	6.3
410	201234	68.0	302.0	21.0	118.0	1184.0	1693.0	841	15050	1767	1.0	30.0	12.0	19.14	0.0	6.3
411	201234	68.0	302.0	21.0	118.0	1184.0	1693.0	841	15050	1767	1.0	30.0	12.0	19.14	0.0	6.3
412	201234	68.0	302.0	21.0	118.0	1184.0	1693.0	841	15050	1767	1.0	30.0	12.0	19.14	0.0	6.3
413	201235	85.0	259.0	26.0	109.0	1171.0	1650.0	549	8836	1391	1.0	24.0	7.0	16.0	0.0	0.9
414	201235	85.0	259.0	26.0	109.0	1171.0	1650.0	549	8836	1391	1.0	24.0	7.0	16.0	0.0	0.9
415	201235	85.0	259.0	26.0	109.0	1171.0	1650.0	549	8836	1391	1.0	24.0	7.0	16.0	0.0	0.9
416	201235	85.0	259.0	26.0	109.0	1171.0	1650.0	549	8836	1391	1.0	24.0	7.0	16.0	0.0	0.9
417	201235	85.0	259.0	26.0	109.0	1171.0	1650.0	549	8836	1391	1.0	24.0	7.0	16.0	0.0	0.9
418	201235	85.0	259.0	26.0	109.0	1171.0	1650.0	549	8836	1391	1.0	24.0	7.0	16.0	0.0	0.9
419	201235	85.0	259.0	26.0	109.0	1171.0	1650.0	549	8836	1391	1.0	24.0	7.0	16.0	0.0	0.9
420	201236	94.0	258.0	31.0	124.0	1176.0	1683.0	307	8358	0	1.0	29.0	9.0	17.14	0.0	0.0
421	201237	92.0	192.0	10.0	92.0	1256.0	1642.0	472	12548	0	0.0	26.0	8.0	15.0	0.0	8.1
422	201238	101.0	166.0	9.0	108.0	1284.0	1668.0	971	9056	192	0.0	23.0	5.0	13.14	0.0	6.1
423	201239	125.0	184.0	5.0	112.0	1328.0	1754.0	644	9444	637	0.0	18.0	4.0	12.57	0.0	5.6
424	201240	102.0	129.0	3.0	89.0	1397.0	1720.0	2978	18372	426	0.0	19.0	6.0	13.86	0.0	5.6
425	201241	110.0	146.0	1.0	103.0	1373.0	1733.0	986	21322	953	0.0	19.0	6.0	11.86	0.0	16.8
426	201242	126.0	141.0	0.0	95.0	1467.0	1829.0	1493	17965	1698	0.0	21.0	4.0	13.29	0.0	4.7
427	201243	76.0	129.0	3.0	108.0	1423.0	1739.0	737	15871	425	1.0	22.0	-0.0	9.57	0.0	0.1
428	201243	76.0	129.0	3.0	108.0	1423.0	1739.0	737	15871	425	1.0	22.0	-0.0	9.57	0.0	0.1
429	201244	91.0	89.0	5.0	123.0	1268.0	1576.0	88	11149	945	1.0	12.0	2.0	7.29	0.0	2.7
430	201244	91.0	89.0	5.0	123.0	1268.0	1576.0	88	11149	945	1.0	12.0	2.0	7.29	0.0	2.7
431	201244	91.0	89.0	5.0	123.0	1268.0	1576.0	88	11149	945	1.0	12.0	2.0	7.29	0.0	2.7
432	201244	91.0	89.0	5.0	123.0	1268.0	1576.0	88	11149	945	1.0	12.0	2.0	7.29	0.0	2.7
433	201244	91.0	89.0	5.0	123.0	1268.0	1576.0	88	11149	945	1.0	12.0	2.0	7.29	0.0	2.7
